batch_id,batch_tag,node_count,target_rps,repeat,duration_s,batch_size,accepted,completed,succeeded,failed,inflight,completed_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,k6_http_reqs,k6_http_req_failed_rate,k6_dropped_iterations,k6_http_req_duration_avg_ms,k6_http_req_duration_p95_ms,k6_http_req_duration_p99_ms
adapter-n32-rps1.0-rep1-1774537337893,node32-rps1.0-rep1,32,1.0,1,60,1,60,21,21,0,39,0.12400500744030045,139597.57142857142,140409,164431,165019,60,0,0,6.289978733333333,8.845596649999976,0
adapter-n32-rps1.0-rep2-1774538302745,node32-rps1.0-rep2,32,1.0,2,60,1,61,61,61,0,0,0.9308145390179143,1189.1967213114754,636,3237,7338,61,0,0,2.920025786885245,3.621452,0
adapter-n32-rps1.0-rep3-1774538377122,node32-rps1.0-rep3,32,1.0,3,60,1,61,61,61,0,0,0.9887188796680498,713.4098360655738,339,2243,3240,61,0,0,2.8642695901639343,3.439066,0
adapter-n32-rps1.2-rep1-1774538447844,node32-rps1.2-rep1,32,1.2,1,60,1,73,60,60,0,13,0.9956192751891677,1512.45,1075,6127,10055,73,0,0,2.675160164383561,3.2325530000000002,0
adapter-n32-rps1.2-rep2-1774539413846,node32-rps1.2-rep2,32,1.2,2,60,1,72,72,72,0,0,1.1949414146778636,798.9583333333334,640,1941,2130,72,0,0,2.3733118472222228,3.1937696,0
adapter-n32-rps1.2-rep3-1774539482336,node32-rps1.2-rep3,32,1.2,3,60,1,72,72,72,0,0,1.1958543715120915,991.7777777777778,631,3131,4396,72,0,0,2.273963541666666,2.7809499000000004,0
adapter-n32-rps1.4-rep1-1774539553585,node32-rps1.4-rep1,32,1.4,1,60,1,84,69,69,0,15,1.1060351045924501,1687.0,1070,6344,8823,84,0,0,2.3198600833333325,3.0809580499999996,0
adapter-n32-rps1.4-rep2-1774540519030,node32-rps1.4-rep2,32,1.4,2,60,1,84,70,70,0,14,1.1569291794066605,1073.9714285714285,998,3203,6613,84,0,0,1.8577056785714288,2.33989515,0
adapter-n32-rps1.4-rep3-1774541481728,node32-rps1.4-rep3,32,1.4,3,60,1,85,70,70,0,15,1.1125945705384959,1514.7142857142858,1085,4923,7475,85,0,0,1.7842592823529415,2.3657475999999997,0
adapter-n32-rps1.6-rep1-1774542445068,node32-rps1.6-rep1,32,1.6,1,60,1,97,81,81,0,16,1.3264119737337678,1652.9876543209878,1081,6216,13153,97,0,0,1.726297814432989,2.866251799999999,0
adapter-n32-rps1.6-rep2-1774543407706,node32-rps1.6-rep2,32,1.6,2,60,1,97,97,97,0,0,1.5521738434704686,2004.1752577319587,1098,9253,20501,97,0,0,1.5002471752577318,1.7999379999999996,0
adapter-n32-rps1.6-rep3-1774543478879,node32-rps1.6-rep3,32,1.6,3,60,1,96,96,96,0,0,1.5884572109338804,1921.4791666666667,1090,6432,23525,96,0,0,1.5745736770833332,2.1563410000000003,0
adapter-n32-rps1.8-rep1-1774543550472,node32-rps1.8-rep1,32,1.8,1,60,1,109,71,71,0,38,1.1627526120991778,2371.3802816901407,1077,13121,21457,109,0,0,1.4658399816513759,1.8441327999999997,0
adapter-n32-rps1.8-rep2-1774544512986,node32-rps1.8-rep2,32,1.8,2,60,1,108,89,89,0,19,1.0786702056745325,2971.921348314607,1099,14903,26402,108,0,0,1.4945371851851847,1.7723033999999998,0
adapter-n32-rps1.8-rep3-1774545476145,node32-rps1.8-rep3,32,1.8,3,60,1,109,90,90,0,19,1.2769036505256586,2373.8777777777777,1097,8978,16058,109,0,0,1.48869123853211,1.7827259999999998,0
adapter-n32-rps2.0-rep1-1774546445130,node32-rps2.0-rep1,32,2.0,1,60,1,121,79,79,0,42,1.3033937734074672,2064.278481012658,1111,10384,22091,121,0,0,1.4522980165289245,1.735398,0
adapter-n32-rps2.0-rep2-1774547407879,node32-rps2.0-rep2,32,2.0,2,60,1,121,61,61,0,60,1.2513077191327002,5497.524590163935,1582,27751,31610,121,0,0,1.3707925867768591,1.697137,0
adapter-n32-rps2.0-rep3-1774548370585,node32-rps2.0-rep3,32,2.0,3,60,1,121,79,79,0,42,1.3018902127519323,3201.46835443038,1170,19064,22678,121,0,0,1.3518596115702481,1.691153,0
